variant,cagr,sharpe,calmar,max_dd,invested_frac,roll3y_min
Always-invested,0.1654261886077737,0.6556312073400776,0.5014915326233288,-0.3298683583796929,1.0,0.01770551051103908
Turn-of-month,0.010505564583682903,-0.7633353345070859,0.034166169666615995,-0.3074844118083264,0.1948746831878344,-0.10710180990280238
Halloween(Nov-Apr),0.06367683414741254,-0.011361550045982757,0.19303710868236024,-0.3298683583796929,0.5004224162207829,-0.021733620615424054
